,drugname1,drugname2,cell_line,synergy,fold
1863,DEXAMETHASONE,BEZ-235,A427,3.3336003644,0
1864,DEXAMETHASONE,BORTEZOMIB,A427,6.1325345963,4
1865,DEXAMETHASONE,DASATINIB,A427,0.3863934638,6
1866,DEXAMETHASONE,DINACICLIB,A427,8.232042313,2
1867,DEXAMETHASONE,GELDANAMYCIN,A427,4.7441009172,5
1868,DEXAMETHASONE,L778123,A427,9.7565112713,5
1869,DEXAMETHASONE,MK-2206,A427,3.459132907,5
1870,DEXAMETHASONE,MK-8669,A427,17.7718057043,5
1871,DEXAMETHASONE,SORAFENIB,A427,5.5084525752,2
1872,DEXAMETHASONE,SUNITINIB,A427,1.4619406780000002,5
1873,DINACICLIB,MK-8776,A427,3.3196161254,7
1874,DOXORUBICIN,ABT-888,A427,1.9172708239,9
1875,DOXORUBICIN,BEZ-235,A427,9.8429737681,1
1876,DOXORUBICIN,DASATINIB,A427,27.8979594583,2
1877,DOXORUBICIN,GELDANAMYCIN,A427,6.768885512200001,5
1878,DOXORUBICIN,MK-2206,A427,10.8192428756,6
1879,DOXORUBICIN,MK-8669,A427,11.255856839100002,9
1880,DOXORUBICIN,PD325901,A427,7.3081421945,0
1881,DOXORUBICIN,SUNITINIB,A427,0.299031611,3
1882,DOXORUBICIN,TEMOZOLOMIDE,A427,2.4989580552,5
1883,ERLOTINIB,BEZ-235,A427,24.8204638666,8
1884,ERLOTINIB,MK-8776,A427,14.760476211,1
1885,ERLOTINIB,PD325901,A427,0.256406332,3
1886,ERLOTINIB,SN-38,A427,3.6075318723,4
1887,ERLOTINIB,SORAFENIB,A427,10.4341015327,3
1888,ERLOTINIB,TOPOTECAN,A427,26.2734919934,0
1889,ETOPOSIDE,BEZ-235,A427,9.1946458861,8
1890,ETOPOSIDE,DASATINIB,A427,29.6007759244,1
1891,ETOPOSIDE,ERLOTINIB,A427,9.9074658077,8
1892,ETOPOSIDE,GELDANAMYCIN,A427,5.4890524962,3
1893,ETOPOSIDE,MK-2206,A427,24.892298400900003,2
1894,ETOPOSIDE,MK-8669,A427,3.027931597,9
1895,ETOPOSIDE,MK-8776,A427,0.5485767386,3
1896,ETOPOSIDE,PD325901,A427,10.5063584526,1
1897,ETOPOSIDE,SORAFENIB,A427,2.1840619368,6
1898,ETOPOSIDE,SUNITINIB,A427,9.5897829983,7
1899,ETOPOSIDE,TEMOZOLOMIDE,A427,6.6758841992,8
1900,GELDANAMYCIN,BEZ-235,A427,16.8220879195,3
1901,GELDANAMYCIN,DINACICLIB,A427,3.1829536222000003,7
1902,GELDANAMYCIN,MK-8776,A427,23.0375795535,9
1903,GELDANAMYCIN,OXALIPLATIN,A427,2.3741710435,8
1904,GELDANAMYCIN,SN-38,A427,12.3211190989,0
1905,GELDANAMYCIN,SORAFENIB,A427,4.6669166134,0
1906,GELDANAMYCIN,TOPOTECAN,A427,21.6518652461,2
1907,GEMCITABINE,ABT-888,A427,1.8767545868,7
1908,GEMCITABINE,AZD1775,A427,4.03092559365,6
1909,GEMCITABINE,BEZ-235,A427,16.817180270599998,1
1910,GEMCITABINE,DASATINIB,A427,24.839903286,9
1911,GEMCITABINE,ERLOTINIB,A427,6.665375205599999,3
1912,GEMCITABINE,GELDANAMYCIN,A427,7.4709856297,5
1913,GEMCITABINE,MK-2206,A427,13.6948573,5
1914,GEMCITABINE,MK-8669,A427,8.3565683531,3
1915,GEMCITABINE,PD325901,A427,17.9647359535,8
1916,GEMCITABINE,SUNITINIB,A427,0.7889416965999999,1
1917,GEMCITABINE,TEMOZOLOMIDE,A427,4.0822381355,2
1918,L778123,ABT-888,A427,13.130361541,9
1919,L778123,BORTEZOMIB,A427,5.0199434953,4
1920,L778123,DINACICLIB,A427,9.6634668625,5
1921,L778123,ERLOTINIB,A427,12.8097564331,4
1922,L778123,GEMCITABINE,A427,1.3854475186,4
1923,L778123,LAPATINIB,A427,7.6266694518,3
1924,L778123,MK-4827,A427,13.3122723797,8
1925,L778123,MK-8776,A427,10.8973495093,0
1926,L778123,OXALIPLATIN,A427,3.1421118296,8
1927,L778123,PD325901,A427,23.7544085977,7
1928,L778123,SN-38,A427,24.0220723421,0
1929,L778123,SORAFENIB,A427,11.4219116643,1
1930,L778123,SUNITINIB,A427,18.3702477307,1
1931,L778123,TEMOZOLOMIDE,A427,24.7978424665,1
1932,L778123,TOPOTECAN,A427,23.6643428671,8
1933,L778123,VINORELBINE,A427,7.471599265499999,1
1934,LAPATINIB,BEZ-235,A427,15.443555108,8
1935,LAPATINIB,DASATINIB,A427,23.0666145972,6
1936,LAPATINIB,PD325901,A427,11.3511995955,1
1937,LAPATINIB,SORAFENIB,A427,9.3271338142,1
1938,LAPATINIB,TOPOTECAN,A427,2.6517033381,7
1939,METFORMIN,AZD1775,A427,4.8782248959,2
1940,METFORMIN,BEZ-235,A427,10.578200389,7
1941,METFORMIN,DASATINIB,A427,25.8835472217,7
1942,METFORMIN,DINACICLIB,A427,7.464712874299999,2
1943,METFORMIN,GELDANAMYCIN,A427,1.4855958417,5
1944,METFORMIN,L778123,A427,6.3003709838,4
1945,METFORMIN,MK-2206,A427,1.4697923888,9
1946,METFORMIN,MK-8669,A427,10.9247359977,9
1947,METFORMIN,SORAFENIB,A427,7.4736850913,7
1948,METFORMIN,SUNITINIB,A427,8.0655509597,1
1949,METHOTREXATE,ABT-888,A427,9.5149302041,9
1950,METHOTREXATE,DASATINIB,A427,6.637118174099999,8
1951,METHOTREXATE,ERLOTINIB,A427,13.4862187225,1
1952,METHOTREXATE,L778123,A427,10.772329697,0
1953,METHOTREXATE,LAPATINIB,A427,7.1652064359,3
1954,METHOTREXATE,MK-2206,A427,20.7989077504,2
1955,METHOTREXATE,MK-4827,A427,16.4774496152,1
1956,METHOTREXATE,MK-5108,A427,0.0758026530999999,4
1957,METHOTREXATE,MK-8669,A427,21.9632340635,0
1958,METHOTREXATE,MK-8776,A427,2.7724770643000003,8
1959,METHOTREXATE,PD325901,A427,11.4858557996,4
1960,MITOMYCINE,AZD1775,A427,7.5460151193,7
1961,MITOMYCINE,BEZ-235,A427,25.5181781671,3
1962,MITOMYCINE,DINACICLIB,A427,4.6281862062,5
1963,MITOMYCINE,GELDANAMYCIN,A427,4.7771536969,4
1964,MITOMYCINE,MK-2206,A427,19.8543013455,8
1965,MITOMYCINE,MK-4827,A427,5.951634527,5
1966,MITOMYCINE,MK-8669,A427,23.7780583375,7
1967,MITOMYCINE,MK-8776,A427,21.1563336262,1
1968,MITOMYCINE,PD325901,A427,9.1648839608,1
1969,MITOMYCINE,SUNITINIB,A427,5.9635994832,6
1970,MITOMYCINE,TEMOZOLOMIDE,A427,6.3604739389,6
1971,MK-2206,ABT-888,A427,3.9748620642,2
1972,MK-2206,DINACICLIB,A427,7.659842970800001,9
1973,MK-2206,ERLOTINIB,A427,8.31257130675,3
1974,MK-2206,GELDANAMYCIN,A427,13.6751654127,9
1975,MK-2206,MK-8776,A427,5.4430723507000005,8
1976,MK-2206,SN-38,A427,12.9485331865,5
1977,MK-2206,SORAFENIB,A427,25.3849631386,3
1978,MK-4541,5-FU,A427,10.5736604719,7
1979,MK-4541,ABT-888,A427,7.3815316653,5
1980,MK-4541,AZD1775,A427,18.0233806715,4
1981,MK-4541,BEZ-235,A427,23.1419798844,9
1982,MK-4541,BORTEZOMIB,A427,18.2257515027,8
1983,MK-4541,CARBOPLATIN,A427,15.6192562677,1
1984,MK-4541,CYCLOPHOSPHAMIDE,A427,1.8241177834,5
1985,MK-4541,DASATINIB,A427,26.4501737419,8
1986,MK-4541,DEXAMETHASONE,A427,9.2692831261,8
1987,MK-4541,DINACICLIB,A427,10.3793791678,6
1988,MK-4541,DOXORUBICIN,A427,7.2777893007,5
1989,MK-4541,ERLOTINIB,A427,8.0142836914,7
1990,MK-4541,GELDANAMYCIN,A427,9.5952328855,3
1991,MK-4541,GEMCITABINE,A427,0.4767429424,7
1992,MK-4541,L778123,A427,22.9152383921,4
1993,MK-4541,METHOTREXATE,A427,21.4746084216,3
1994,MK-4541,MRK-003,A427,20.7594932816,9
1995,MK-4541,OXALIPLATIN,A427,0.8733035817,2
1996,MK-4541,PD325901,A427,12.325524975,6
1997,MK-4541,SN-38,A427,3.4036027905,1
1998,MK-4541,SORAFENIB,A427,8.2703809414,3
1999,MK-4541,SUNITINIB,A427,6.133953325299999,6
2000,MK-4541,TOPOTECAN,A427,14.689473089200002,4
2001,MK-4827,BEZ-235,A427,16.191117517000002,7
2002,MK-4827,DASATINIB,A427,20.3377484185,4
2003,MK-4827,GELDANAMYCIN,A427,3.5153673951,6
2004,MK-4827,MK-2206,A427,27.4896247443,4
2005,MK-4827,SN-38,A427,15.5562826039,9
2006,MK-4827,SORAFENIB,A427,9.4117247043,4
2007,MK-4827,TOPOTECAN,A427,8.899885683099999,2
2008,MK-5108,ABT-888,A427,4.4094724602,4
2009,MK-5108,BEZ-235,A427,11.969405017,0
2010,MK-5108,ERLOTINIB,A427,7.9530182945,0
2011,MK-5108,GELDANAMYCIN,A427,18.4675788639,0
2012,MK-5108,MK-2206,A427,9.2716838275,3
2013,MK-5108,MK-4827,A427,19.677904581,6
2014,MK-5108,MK-8669,A427,20.5750086483,1
2015,MK-5108,MK-8776,A427,6.89479977,8
2016,MK-5108,PD325901,A427,14.7563856203,1
2017,MK-5108,SORAFENIB,A427,6.2207445,7
2018,MK-8669,DINACICLIB,A427,17.081784271300002,3
2019,MK-8669,GELDANAMYCIN,A427,23.3517752462,1
2020,MK-8669,OXALIPLATIN,A427,9.9040984943,8
2021,MK-8669,SN-38,A427,17.3767108678,0
2022,MK-8669,SORAFENIB,A427,14.8855706903,8
2023,MK-8669,TOPOTECAN,A427,25.6532716793,7
2024,MRK-003,5-FU,A427,4.4664353839,2
2025,MRK-003,ABT-888,A427,3.8440569087,6
2026,MRK-003,CARBOPLATIN,A427,8.799907473200001,7
2027,MRK-003,CYCLOPHOSPHAMIDE,A427,5.3450083048,9
2028,MRK-003,DEXAMETHASONE,A427,4.6034360198,9
2029,MRK-003,ERLOTINIB,A427,6.9333635662,4
2030,MRK-003,GELDANAMYCIN,A427,2.7750775045,7
2031,MRK-003,L778123,A427,16.751403736,8
2032,MRK-003,LAPATINIB,A427,18.1776996091,0
2033,MRK-003,METFORMIN,A427,10.2885895301,6
2034,MRK-003,MK-2206,A427,28.1847483327,6
2035,MRK-003,MK-4827,A427,23.2217509612,1
2036,MRK-003,MK-5108,A427,0.8784223017,0
2037,MRK-003,MK-8669,A427,19.1576975637,6
2038,MRK-003,MK-8776,A427,15.5622464427,4
2039,MRK-003,PACLITAXEL,A427,12.550934451199998,8
2040,MRK-003,PD325901,A427,22.6598661454,2
2041,MRK-003,SORAFENIB,A427,10.3496918952,3
2042,MRK-003,SUNITINIB,A427,14.939596657150002,2
2043,MRK-003,TEMOZOLOMIDE,A427,29.3562652524,5
2044,MRK-003,TOPOTECAN,A427,7.184098140900001,4
2045,MRK-003,VINBLASTINE,A427,12.4524580713,9
2046,OXALIPLATIN,MK-8776,A427,1.5780154866999998,5
2047,OXALIPLATIN,SORAFENIB,A427,5.2487513221,1
2048,PACLITAXEL,ABT-888,A427,3.0101730324,6
2049,PACLITAXEL,BEZ-235,A427,4.9118870975,2
2050,PACLITAXEL,DINACICLIB,A427,4.8641796707,2
2051,PACLITAXEL,ERLOTINIB,A427,1.2270289925,7
2052,PACLITAXEL,GELDANAMYCIN,A427,0.0824157589,6
2053,PACLITAXEL,L778123,A427,25.3728633895,8
2054,PACLITAXEL,MK-2206,A427,20.8169675004,2
2055,PACLITAXEL,MK-5108,A427,22.8029428351,7
2056,PACLITAXEL,MK-8669,A427,23.4699421222,4
2057,PACLITAXEL,MK-8776,A427,4.0134682732,4
2058,PACLITAXEL,PD325901,A427,26.4056821238,5
2059,PACLITAXEL,SORAFENIB,A427,6.6924580626,2
2060,PACLITAXEL,SUNITINIB,A427,7.0974636403,5
2061,PACLITAXEL,TEMOZOLOMIDE,A427,14.5679777268,4
2062,PD325901,BORTEZOMIB,A427,3.165132593,6
2063,PD325901,DINACICLIB,A427,11.4773430701,9
2064,PD325901,GELDANAMYCIN,A427,13.7253757709,3
2065,PD325901,MK-8669,A427,15.3376749562,4
2066,PD325901,MK-8776,A427,22.9219546517,7
2067,PD325901,SORAFENIB,A427,17.787461196600002,0
2068,SN-38,MK-8776,A427,0.3621223806,6
2069,SN-38,SORAFENIB,A427,2.5075887011,2
2070,SORAFENIB,DINACICLIB,A427,2.6356561477,0
2071,SORAFENIB,MK-8776,A427,18.403964366,3
2072,SUNITINIB,ABT-888,A427,12.0689481031,0
2073,SUNITINIB,DINACICLIB,A427,2.1331304173,2
2074,SUNITINIB,ERLOTINIB,A427,9.3464736423,1
2075,SUNITINIB,GELDANAMYCIN,A427,5.2933794364,0
2076,SUNITINIB,LAPATINIB,A427,8.990578987200001,1
2077,SUNITINIB,MK-2206,A427,15.5674372028,9
2078,SUNITINIB,MK-4827,A427,6.861472441599999,0
2079,SUNITINIB,MK-5108,A427,6.192806000599999,3
2080,SUNITINIB,MK-8669,A427,24.1223319917,3
2081,SUNITINIB,MK-8776,A427,17.5090921255,9
2082,SUNITINIB,OXALIPLATIN,A427,0.164355265,6
2083,SUNITINIB,PD325901,A427,20.1454468882,8
2084,SUNITINIB,SORAFENIB,A427,3.5856847387,6
2085,SUNITINIB,TEMOZOLOMIDE,A427,26.7037249465,0
2086,SUNITINIB,TOPOTECAN,A427,12.7411235758,0
2087,TEMOZOLOMIDE,ABT-888,A427,29.9477946023,0
2088,TEMOZOLOMIDE,DINACICLIB,A427,14.517947516,4
2089,TEMOZOLOMIDE,SN-38,A427,6.072544559600001,2
2090,TEMOZOLOMIDE,SORAFENIB,A427,22.6806856411,7
2091,TEMOZOLOMIDE,TOPOTECAN,A427,10.8972615445,6
2092,TOPOTECAN,DINACICLIB,A427,5.3303809163,2
2093,TOPOTECAN,MK-8776,A427,28.9550997931,1
2094,TOPOTECAN,SORAFENIB,A427,7.691549703200001,5
2095,VINBLASTINE,BEZ-235,A427,12.2933601072,8
2096,VINBLASTINE,DASATINIB,A427,15.637836053,8
2097,VINBLASTINE,ERLOTINIB,A427,26.870591825300004,8
2098,VINBLASTINE,MK-5108,A427,0.01478206,5
2099,VINBLASTINE,PD325901,A427,3.8901971937,9
2100,VINBLASTINE,SORAFENIB,A427,10.9539939626,7
2101,VINBLASTINE,SUNITINIB,A427,4.1168845334,2
2102,VINORELBINE,BEZ-235,A427,5.1483075392,4
2103,VINORELBINE,MK-8776,A427,1.48046574,4
2104,VINORELBINE,SORAFENIB,A427,9.6707721137,4
2105,VINORELBINE,SUNITINIB,A427,10.4622202545,6
2106,VINORELBINE,TEMOZOLOMIDE,A427,5.9969531582,8
2107,ZOLINZA,ERLOTINIB,A427,4.9926692636,2
2108,ZOLINZA,MK-8669,A427,16.4614911321,7
2109,ZOLINZA,TOPOTECAN,A427,1.8319314857,1
2110,5-FU,BORTEZOMIB,A427,-7.8767081501,8
2111,5-FU,DINACICLIB,A427,-7.7474736816,1
2112,5-FU,LAPATINIB,A427,-4.1794542535,4
2113,5-FU,ZOLINZA,A427,-31.9469295511,5
2114,ABT-888,MK-8776,A427,-4.8831832358,3
2115,ABT-888,OXALIPLATIN,A427,-18.9159158617,5
2116,ABT-888,TOPOTECAN,A427,-3.3217857741000003,2
2117,AZD1775,ABT-888,A427,-5.4459836987,1
2118,AZD1775,BORTEZOMIB,A427,-18.3466148515,4
2119,AZD1775,DINACICLIB,A427,-11.3738043423,0
2120,AZD1775,ERLOTINIB,A427,-0.642974741,9
2121,AZD1775,GELDANAMYCIN,A427,-8.0319400281,8
2122,AZD1775,LAPATINIB,A427,-0.4242474354,5
2123,AZD1775,MK-5108,A427,-4.3456427646,4
2124,BORTEZOMIB,ABT-888,A427,-4.9171749814,4
2125,BORTEZOMIB,DINACICLIB,A427,-13.0865991306,1
2126,BORTEZOMIB,MK-8669,A427,-2.7044142653,4
2127,BORTEZOMIB,MK-8776,A427,-7.5617437623,7
2128,BORTEZOMIB,OXALIPLATIN,A427,-20.6619228201,4
2129,BORTEZOMIB,SN-38,A427,-9.7591487237,7
2130,BORTEZOMIB,SORAFENIB,A427,-0.5195874504,2
2131,BORTEZOMIB,TOPOTECAN,A427,-0.0054900453,7
2132,CARBOPLATIN,ABT-888,A427,-9.0821472857,7
2133,CARBOPLATIN,BORTEZOMIB,A427,-7.195475802000001,8
2134,CARBOPLATIN,DINACICLIB,A427,-10.5355286858,6
2135,CARBOPLATIN,GELDANAMYCIN,A427,-7.3968247641,0
2136,CARBOPLATIN,LAPATINIB,A427,-15.0562609435,2
2137,CARBOPLATIN,MK-4827,A427,-4.165918270400001,1
2138,CARBOPLATIN,MK-5108,A427,-11.4144460595,9
2139,CARBOPLATIN,PD325901,A427,-18.1182122227,5
2140,CARBOPLATIN,SORAFENIB,A427,-1.5014053712,0
2141,CARBOPLATIN,TEMOZOLOMIDE,A427,-11.5781200317,7
2142,CARBOPLATIN,ZOLINZA,A427,-29.5311620287,9
2143,CYCLOPHOSPHAMIDE,ABT-888,A427,-11.6388796799,1
2144,CYCLOPHOSPHAMIDE,BORTEZOMIB,A427,-8.5027727279,7
2145,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A427,-2.1847004024000003,1
2146,CYCLOPHOSPHAMIDE,LAPATINIB,A427,-21.2515072311,0
2147,CYCLOPHOSPHAMIDE,MK-4827,A427,-10.7346262995,1
2148,CYCLOPHOSPHAMIDE,MK-8776,A427,-6.499720942100001,0
2149,CYCLOPHOSPHAMIDE,PD325901,A427,-9.9610445344,5
2150,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,A427,-4.560880790400001,4
2151,CYCLOPHOSPHAMIDE,ZOLINZA,A427,-9.913540803,7
2152,DEXAMETHASONE,ABT-888,A427,-10.6098777753,1
2153,DEXAMETHASONE,ERLOTINIB,A427,-6.810845522999999,0
2154,DEXAMETHASONE,LAPATINIB,A427,-10.154452481,5
2155,DEXAMETHASONE,MK-4827,A427,-4.9474297244,4
2156,DEXAMETHASONE,MK-5108,A427,-2.8702335707,2
2157,DEXAMETHASONE,MK-8776,A427,-4.4178794935,6
2158,DEXAMETHASONE,PD325901,A427,-23.3956071261,2
2159,DEXAMETHASONE,TEMOZOLOMIDE,A427,-7.1723142252,9
2160,DEXAMETHASONE,ZOLINZA,A427,-30.7940974817,8
2161,DOXORUBICIN,AZD1775,A427,-1.0115159949,1
2162,DOXORUBICIN,BORTEZOMIB,A427,-10.0282809883,3
2163,DOXORUBICIN,DINACICLIB,A427,-1.2159319673,1
2164,DOXORUBICIN,ERLOTINIB,A427,-5.677250807999999,5
2165,DOXORUBICIN,L778123,A427,-4.1643508612,8
2166,DOXORUBICIN,LAPATINIB,A427,-4.1668714701,8
2167,DOXORUBICIN,MK-4827,A427,-9.9083731202,3
2168,DOXORUBICIN,MK-5108,A427,-18.570380996500003,9
2169,DOXORUBICIN,MK-8776,A427,-1.662979573,4
2170,DOXORUBICIN,SORAFENIB,A427,-4.1345058986000005,8
2171,DOXORUBICIN,ZOLINZA,A427,-11.1128012421,7
2172,ERLOTINIB,ABT-888,A427,-1.9265033049,9
2173,ERLOTINIB,BORTEZOMIB,A427,-15.6541016546,4
2174,ERLOTINIB,DINACICLIB,A427,-3.5487625894,3
2175,ERLOTINIB,GELDANAMYCIN,A427,-3.7595995483,2
2176,ERLOTINIB,OXALIPLATIN,A427,-20.6916613521,3
2177,ETOPOSIDE,ABT-888,A427,-13.9933044294,9
2178,ETOPOSIDE,AZD1775,A427,-5.013824614,5
2179,ETOPOSIDE,BORTEZOMIB,A427,-14.0795026892,3
2180,ETOPOSIDE,DINACICLIB,A427,-6.175862283200001,0
2181,ETOPOSIDE,LAPATINIB,A427,-14.4071478393,9
2182,ETOPOSIDE,MK-4827,A427,-7.5187076909,0
2183,ETOPOSIDE,MK-5108,A427,-1.4643789935,2
2184,ETOPOSIDE,ZOLINZA,A427,-18.8443561906,8
2185,GEMCITABINE,BORTEZOMIB,A427,-4.3452765296,2
2186,GEMCITABINE,DINACICLIB,A427,-10.1899663421,6
2187,GEMCITABINE,LAPATINIB,A427,-0.5002545096000001,2
2188,GEMCITABINE,MK-4827,A427,-3.1006066135,7
2189,GEMCITABINE,MK-5108,A427,-3.2228263579000003,9
2190,GEMCITABINE,SORAFENIB,A427,-2.7283163127,9
2191,L778123,AZD1775,A427,-4.459675225550002,9
2192,L778123,ETOPOSIDE,A427,-1.8164957321,1
2193,L778123,ZOLINZA,A427,-32.7083673408,0
2194,LAPATINIB,ABT-888,A427,-26.0032378846,0
2195,LAPATINIB,BORTEZOMIB,A427,-22.9263192996,7
2196,LAPATINIB,DINACICLIB,A427,-10.5860053702,4
2197,LAPATINIB,ERLOTINIB,A427,-19.724978721,2
2198,LAPATINIB,GELDANAMYCIN,A427,-3.1801240245,8
2199,LAPATINIB,MK-2206,A427,-2.2643487670000013,3
2200,LAPATINIB,MK-4827,A427,-10.0233806007,3
2201,LAPATINIB,MK-5108,A427,-16.340349365599998,8
2202,LAPATINIB,MK-8669,A427,-11.109615799,4
2203,LAPATINIB,MK-8776,A427,-9.156674153,2
2204,LAPATINIB,OXALIPLATIN,A427,-24.0697234145,7
2205,LAPATINIB,SN-38,A427,-12.7966105998,4
2206,METFORMIN,ABT-888,A427,-11.719116431199998,9
2207,METFORMIN,BORTEZOMIB,A427,-16.5314470464,5
2208,METFORMIN,ERLOTINIB,A427,-2.0616493241,4
2209,METFORMIN,LAPATINIB,A427,-13.5740882316,8
2210,METFORMIN,MK-4827,A427,-3.7257878831,4
2211,METFORMIN,MK-5108,A427,-3.7891733508,6
2212,METFORMIN,MK-8776,A427,-9.7579761016,0
2213,METFORMIN,PD325901,A427,-4.9979917910000005,6
2214,METFORMIN,TEMOZOLOMIDE,A427,-5.5604743222,5
2215,METFORMIN,ZOLINZA,A427,-17.1473976872,8
2216,METHOTREXATE,AZD1775,A427,-10.2741062969,2
2217,METHOTREXATE,BEZ-235,A427,-8.9495405536,7
2218,METHOTREXATE,BORTEZOMIB,A427,-8.3363893261,5
2219,METHOTREXATE,DINACICLIB,A427,-3.4514169415,3
2220,METHOTREXATE,GELDANAMYCIN,A427,-11.1657282113,6
2221,METHOTREXATE,SORAFENIB,A427,-6.1663664636,9
2222,METHOTREXATE,SUNITINIB,A427,-11.1778768279,0
2223,METHOTREXATE,TEMOZOLOMIDE,A427,-12.8981197193,8
2224,METHOTREXATE,ZOLINZA,A427,-6.523882613,3
2225,MITOMYCINE,ABT-888,A427,-2.5024052621,5
2226,MITOMYCINE,BORTEZOMIB,A427,-10.3293146334,6
2227,MITOMYCINE,ERLOTINIB,A427,-37.3487317031,9
2228,MITOMYCINE,L778123,A427,-3.6435932269,2
2229,MITOMYCINE,LAPATINIB,A427,-5.4036800466,9
2230,MITOMYCINE,MK-5108,A427,-1.0800573872,4
2231,MITOMYCINE,SORAFENIB,A427,-4.3733925161,1
2232,MITOMYCINE,ZOLINZA,A427,-4.79932772,8
2233,MK-2206,BORTEZOMIB,A427,-0.9420626238,9
2234,MK-2206,OXALIPLATIN,A427,-17.7935170381,7
2235,MK-4541,ETOPOSIDE,A427,-7.0045040408000006,5
2236,MK-4541,LAPATINIB,A427,-29.1438004506,3
2237,MK-4541,METFORMIN,A427,-10.795754914100002,9
2238,MK-4541,MITOMYCINE,A427,-3.4085717153,6
2239,MK-4541,MK-2206,A427,-8.1170149067,8
2240,MK-4541,MK-4827,A427,-8.6358315752,7
2241,MK-4541,MK-5108,A427,-1.0294233288,0
2242,MK-4541,MK-8776,A427,-12.9226423328,7
2243,MK-4541,PACLITAXEL,A427,-1.1384471318,0
2244,MK-4541,TEMOZOLOMIDE,A427,-4.372360538,8
2245,MK-4541,VINBLASTINE,A427,-35.0045048567,7
2246,MK-4541,VINORELBINE,A427,-30.874604592,3
2247,MK-4541,ZOLINZA,A427,-16.5289725077,5
2248,MK-4827,ABT-888,A427,-9.7214488984,2
2249,MK-4827,BORTEZOMIB,A427,-8.6399533639,2
2250,MK-4827,DINACICLIB,A427,-5.512367031699999,3
2251,MK-4827,ERLOTINIB,A427,-8.6758673114,4
2252,MK-4827,MK-8776,A427,-4.50318620865,7
2253,MK-4827,OXALIPLATIN,A427,-12.0845421755,3
2254,MK-4827,PD325901,A427,-10.8452071769,6
2255,MK-5108,BORTEZOMIB,A427,-9.3639481901,7
2256,MK-5108,DINACICLIB,A427,-5.5351725968,0
2257,MK-5108,OXALIPLATIN,A427,-3.5094017297000004,1
2258,MK-5108,SN-38,A427,-5.384330356,6
2259,MK-5108,TOPOTECAN,A427,-18.6384645752,3
2260,MRK-003,AZD1775,A427,-0.5904866043,8
2261,MRK-003,BORTEZOMIB,A427,-5.642082959,4
2262,MRK-003,DINACICLIB,A427,-8.2286895168,5
2263,MRK-003,DOXORUBICIN,A427,-7.0938028559,1
2264,MRK-003,ETOPOSIDE,A427,-5.556151473,5
2265,MRK-003,GEMCITABINE,A427,-1.9610672679,0
2266,MRK-003,METHOTREXATE,A427,-9.9184569797,8
2267,MRK-003,MITOMYCINE,A427,-0.461918765,4
2268,MRK-003,OXALIPLATIN,A427,-7.1452181493,6
2269,MRK-003,SN-38,A427,-3.76565118,7
2270,MRK-003,VINORELBINE,A427,-10.0355118716,6
2271,MRK-003,ZOLINZA,A427,-26.1766223019,5
2272,OXALIPLATIN,DINACICLIB,A427,-10.2112928801,9
2273,PACLITAXEL,AZD1775,A427,-4.2868544917,2
2274,PACLITAXEL,BORTEZOMIB,A427,-16.962811680399998,0
2275,PACLITAXEL,LAPATINIB,A427,-7.5614613911,1
2276,PACLITAXEL,MK-4827,A427,-6.755637080900001,8
2277,PACLITAXEL,ZOLINZA,A427,-25.2994754837,4
2278,PD325901,ABT-888,A427,-2.1055449867,3
2279,PD325901,OXALIPLATIN,A427,-12.0870751743,2
2280,PD325901,SN-38,A427,-0.6795947481,1
2281,SN-38,DINACICLIB,A427,-8.0930656349,3
2282,SUNITINIB,AZD1775,A427,-0.2207166127,1
2283,SUNITINIB,BORTEZOMIB,A427,-3.7043466943,1
2284,SUNITINIB,SN-38,A427,-0.4973874238,0
2285,TEMOZOLOMIDE,BORTEZOMIB,A427,-6.8704730811,8
2286,TEMOZOLOMIDE,LAPATINIB,A427,-4.0055229148,2
2287,TEMOZOLOMIDE,OXALIPLATIN,A427,-0.5931115101,6
2288,VINBLASTINE,ABT-888,A427,-32.1703425674,5
2289,VINBLASTINE,AZD1775,A427,-13.2869012653,9
2290,VINBLASTINE,BORTEZOMIB,A427,-12.9115045157,1
2291,VINBLASTINE,DINACICLIB,A427,-16.6287541081,5
2292,VINBLASTINE,GELDANAMYCIN,A427,-12.0073892657,7
2293,VINBLASTINE,LAPATINIB,A427,-34.8937391992,5
2294,VINBLASTINE,MK-2206,A427,-31.0944720797,8
2295,VINBLASTINE,MK-4827,A427,-12.0634451057,0
2296,VINBLASTINE,MK-8669,A427,-5.5692420872,2
2297,VINBLASTINE,MK-8776,A427,-22.1502676559,5
2298,VINBLASTINE,TEMOZOLOMIDE,A427,-35.192155345,0
2299,VINBLASTINE,ZOLINZA,A427,-35.8203169521,2
2300,VINORELBINE,ABT-888,A427,-15.8284241588,1
2301,VINORELBINE,AZD1775,A427,-5.4366236764,2
2302,VINORELBINE,BORTEZOMIB,A427,-23.9329980032,2
2303,VINORELBINE,DINACICLIB,A427,-4.4247991297,0
2304,VINORELBINE,ERLOTINIB,A427,-6.930193354400001,9
2305,VINORELBINE,GELDANAMYCIN,A427,-4.1577768128,6
2306,VINORELBINE,LAPATINIB,A427,-30.6322122424,3
2307,VINORELBINE,MK-2206,A427,-0.5896382409,4
2308,VINORELBINE,MK-4827,A427,-20.3432162946,3
